ts,symbol,side,cash_flow,cash_balance
2024-06-04 05:30:00+00:00,GBPUSD,sell,1.2808579018723822,0.04010742798363465
2024-06-04 06:30:00+00:00,GBPUSD,sell,1.27963,1.3197374279836347
2024-06-04 06:50:00+00:00,GBPUSD,buy,-1.2800915024431778,0.03964592554045687
2024-06-04 07:15:00+00:00,GBPUSD,sell,1.279365,1.319010925540457
2024-06-04 09:00:00+00:00,GBPUSD,buy,-1.2772346535575183,0.04177627198293865
2024-06-04 09:20:00+00:00,GBPUSD,sell,1.275915,1.3176912719829386
2024-06-04 14:00:00+00:00,GBPUSD,buy,-1.2779575293622585,0.03973374262068008
2024-06-04 14:05:00+00:00,GBPUSD,sell,1.27635,1.3160837426206802
2024-06-04 14:25:00+00:00,GBPUSD,buy,-1.2776972906121564,0.03838645200852375
2024-06-04 16:35:00+00:00,GBPUSD,sell,1.278425,1.3168114520085237
2024-06-04 17:30:00+00:00,GBPUSD,buy,-1.2792069925931706,0.037604459415353064
2024-06-04 18:30:00+00:00,GBPUSD,sell,1.278535,1.316139459415353
2024-06-04 20:30:00+00:00,GBPUSD,buy,-1.2769360215079242,0.03920343790742886
2024-06-05 00:00:00+00:00,GBPUSD,sell,1.277025,1.316228437907429
2024-06-05 00:35:00+00:00,GBPUSD,buy,-1.2772912710976805,0.03893716680974846
2024-06-05 02:50:00+00:00,GBPUSD,sell,1.277765,1.3167021668097485
2024-06-05 03:50:00+00:00,GBPUSD,buy,-1.2770567083240905,0.039645458485658036
2024-06-05 05:20:00+00:00,GBPUSD,sell,1.277065,1.316710458485658
2024-06-05 07:25:00+00:00,GBPUSD,buy,-1.2776676344814324,0.03904282400422554
2024-06-05 09:05:00+00:00,GBPUSD,sell,1.27693,1.3159728240042254
2024-06-05 11:55:00+00:00,GBPUSD,buy,-1.277891372503832,0.03808145150039355
2024-06-05 13:25:00+00:00,GBPUSD,sell,1.278685,1.3167664515003936
2024-06-05 13:55:00+00:00,GBPUSD,buy,-1.2794003226925232,0.03736612880787038
2024-06-05 14:00:00+00:00,GBPUSD,sell,1.27697,1.3143361288078703
2024-06-05 18:50:00+00:00,GBPUSD,buy,-1.2792441465179172,0.03509198228995314
2024-06-05 19:45:00+00:00,GBPUSD,sell,1.278945,1.3140369822899531
2024-06-05 23:40:00+00:00,GBPUSD,buy,-1.2793736913305722,0.03466329095938092
2024-06-06 00:40:00+00:00,GBPUSD,buy,-1.27997,-1.2453067090406191
2024-06-06 01:30:00+00:00,GBPUSD,sell,1.2807763140223165,0.03546960498169738
2024-06-06 02:15:00+00:00,GBPUSD,sell,1.280245,1.3157146049816975
2024-06-06 06:30:00+00:00,GBPUSD,buy,-1.278852278800074,0.03686232618162344
2024-06-06 06:40:00+00:00,GBPUSD,buy,-1.27949,-1.2426276738183766
2024-06-06 07:50:00+00:00,GBPUSD,sell,1.2787798424841694,0.03615216866579285
2024-06-06 08:00:00+00:00,GBPUSD,sell,1.278725,1.3148771686657927
2024-06-06 11:25:00+00:00,GBPUSD,buy,-1.2773273456214544,0.03754982304433829
2024-06-06 12:00:00+00:00,GBPUSD,sell,1.276975,1.3145248230443383
2024-06-06 12:15:00+00:00,GBPUSD,buy,-1.2778538129128894,0.03667101013144891
2024-06-06 12:50:00+00:00,GBPUSD,sell,1.277405,1.3140760101314488
2024-06-06 17:35:00+00:00,GBPUSD,buy,-1.2792705783822549,0.03480543174919393
2024-06-06 19:30:00+00:00,GBPUSD,sell,1.279045,1.313850431749194
2024-06-07 01:30:00+00:00,GBPUSD,buy,-1.27864,0.035210431749193916
2024-06-07 03:05:00+00:00,GBPUSD,sell,1.2788849999999998,1.3140954317491937
2024-06-07 04:35:00+00:00,GBPUSD,buy,-1.2791581712286515,0.034937260520542246
2024-06-07 05:30:00+00:00,GBPUSD,sell,1.27886,1.3137972605205424
2024-06-07 06:00:00+00:00,GBPUSD,buy,-1.278324002464639,0.0354732580559034
2024-06-07 10:45:00+00:00,GBPUSD,sell,1.279455,1.3149282580559034
2024-06-07 11:30:00+00:00,GBPUSD,buy,-1.279809564359215,0.03511869369668852
2024-06-07 12:25:00+00:00,GBPUSD,buy,-1.280895,-1.2457763063033114
2024-06-07 12:30:00+00:00,GBPUSD,sell,1.279734738678994,0.033958432375682523
2024-06-07 14:10:00+00:00,GBPUSD,sell,1.271735,1.3056934323756826
2024-06-07 14:35:00+00:00,GBPUSD,buy,-1.273039606798181,0.032653825577501516
2024-06-07 15:20:00+00:00,GBPUSD,buy,-1.2725,-1.2398461744224984
2024-06-09 21:20:00+00:00,GBPUSD,sell,1.272315,0.03246882557750164
2024-06-09 21:45:00+00:00,GBPUSD,buy,-1.27283,-1.2403611744224983
2024-06-09 22:00:00+00:00,GBPUSD,sell,1.2718230608667562,0.03146188644425796
2024-06-09 22:25:00+00:00,GBPUSD,buy,-1.272915,-1.241453113555742
2024-06-10 00:35:00+00:00,GBPUSD,sell,1.2721620162806004,0.030708902724858378
2024-06-10 01:20:00+00:00,GBPUSD,sell,1.27219,1.3028989027248583
2024-06-10 04:05:00+00:00,GBPUSD,buy,-1.2711894087847615,0.03170949394009681
2024-06-10 04:40:00+00:00,GBPUSD,buy,-1.2717,-1.2399905060599032
2024-06-10 06:25:00+00:00,GBPUSD,sell,1.2710292736620783,0.031038767602175055
2024-06-10 07:05:00+00:00,GBPUSD,buy,-1.27152,-1.240481232397825
2024-06-10 08:55:00+00:00,GBPUSD,sell,1.2708211573781785,0.03033992498035354
2024-06-10 09:25:00+00:00,GBPUSD,sell,1.27034,1.3006799249803536
2024-06-10 12:20:00+00:00,GBPUSD,buy,-1.2725381167776684,0.028141808202685192
2024-06-10 13:45:00+00:00,GBPUSD,buy,-1.271365,-1.2432231917973149
2024-06-10 16:00:00+00:00,GBPUSD,sell,1.2732650380527424,0.030041846255427496
2024-06-10 16:05:00+00:00,GBPUSD,buy,-1.2731249999999998,-1.2430831537445723
2024-06-10 22:05:00+00:00,GBPUSD,sell,1.273275,0.03019184625542759
2024-06-10 22:10:00+00:00,GBPUSD,buy,-1.27337,-1.2431781537445723
2024-06-10 23:25:00+00:00,GBPUSD,sell,1.2726460147333996,0.029467860988827255
2024-06-11 00:00:00+00:00,GBPUSD,sell,1.2725650000000002,1.3020328609888274
2024-06-11 00:15:00+00:00,GBPUSD,buy,-1.2727752701687838,0.029257590820043644
2024-06-11 01:35:00+00:00,GBPUSD,buy,-1.27289,-1.2436324091799564
2024-06-11 03:45:00+00:00,GBPUSD,sell,1.273616509399744,0.02998410021978759
2024-06-11 04:45:00+00:00,GBPUSD,sell,1.273675,1.3036591002197875
2024-06-11 06:00:00+00:00,GBPUSD,buy,-1.273923980032724,0.02973512018706348
2024-06-11 06:30:00+00:00,GBPUSD,sell,1.271685,1.3014201201870634
2024-06-11 09:05:00+00:00,GBPUSD,buy,-1.2732554505688891,0.02816466961817432
2024-06-11 09:25:00+00:00,GBPUSD,sell,1.27241,1.3005746696181744
2024-06-11 10:00:00+00:00,GBPUSD,buy,-1.2735960196328795,0.026978649985294867
